Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
E0,1415,2015-03-22,Hull,Chelsea,2,3,A,2,2,D,M Oliver,19,8,8,3,14,11,6,6,0,2,0,0,7,4.33,1.44,6.75,4.25,1.45,7,4,1.45
E0,1415,2015-03-22,Liverpool,Man United,1,2,A,0,1,A,M Atkinson,7,6,1,4,14,17,2,3,2,2,1,0,2.05,3.4,3.6,2.15,3.4,3.6,2.2,3.2,3.2
E0,1415,2015-03-22,QPR,Everton,1,2,A,0,1,A,J Moss,14,8,1,3,11,12,1,3,2,1,0,0,3.3,3.4,2.15,3.25,3.25,2.2,3.1,3.3,2.2
E0,1415,2015-04-04,Arsenal,Liverpool,4,1,H,3,0,H,A Taylor,16,13,10,2,7,9,6,5,1,0,0,1,1.83,3.75,4.2,1.85,3.6,4,1.9,3.45,3.8
E0,1415,2015-04-04,Chelsea,Stoke,2,1,H,1,1,D,J Moss,19,7,10,2,5,22,9,0,1,6,0,0,1.29,5.5,11,1.28,5.25,10.5,1.28,5.1,10
E0,1415,2015-04-04,Everton,Southampton,1,0,H,1,0,H,L Mason,11,11,1,2,12,17,4,10,0,1,0,0,2.63,3.2,2.8,2.6,3.1,2.75,2.5,3.3,2.65
E0,1415,2015-04-04,Leicester,West Ham,2,1,H,1,1,D,M Clattenburg,20,14,7,7,12,10,7,6,0,3,0,0,2.38,3.3,3.1,2.3,3.3,3,2.2,3.3,3.1
E0,1415,2015-04-04,Man United,Aston Villa,3,1,H,1,0,H,R East,19,4,7,2,15,12,10,2,0,1,0,0,1.3,5.5,10,1.3,5,9.5,1.3,5,9
E0,1415,2015-04-04,Swansea,Hull,3,1,H,2,0,H,A Marriner,9,10,4,1,11,14,4,7,1,5,0,1,1.91,3.5,4.2,1.91,3.3,4.1,1.9,3.45,3.8
E0,1415,2015-04-04,West Brom,QPR,1,4,A,0,3,A,L Probert,21,12,6,7,6,15,2,4,2,3,1,0,1.8,3.5,4.5,1.75,3.5,4.75,1.75,3.5,4.5
E0,1415,2015-04-05,Burnley,Tottenham,0,0,D,0,0,D,M Atkinson,15,12,4,2,9,5,5,3,2,0,0,0,3.5,3.4,2.1,3.6,3.5,2.1,3.2,3.4,2.1
E0,1415,2015-04-05,Sunderland,Newcastle,1,0,H,1,0,H,M Dean,16,10,4,1,14,18,8,4,5,2,0,0,2.5,3.1,3.1,2.5,3.2,2.8,2.2,3.3,3.1
E0,1415,2015-04-06,Crystal Palace,Man City,2,1,H,1,0,H,M Oliver,5,22,3,4,11,11,4,13,2,1,0,0,5,4,1.67,5,4,1.7,5,3.9,1.6
E0,1415,2015-04-07,Aston Villa,QPR,3,3,D,2,1,H,C Pawson,21,11,7,5,8,12,7,3,0,4,0,0,2.15,3.4,3.8,2.15,3.3,3.3,2,3.3,3.6
E0,1415,2015-04-11,Burnley,Arsenal,0,1,A,0,1,A,M Dean,8,17,4,5,15,7,1,6,2,0,0,0,6.5,4.33,1.57,6.25,4.1,1.57,7,4,1.45
E0,1415,2015-04-11,Southampton,Hull,2,0,H,0,0,D,K Friend,9,15,4,4,7,11,2,5,2,0,0,0,1.53,4.2,7.5,1.53,3.8,6.5,1.55,3.9,5.6
E0,1415,2015-04-11,Sunderland,Crystal Palace,1,4,A,0,0,D,A Taylor,12,14,3,5,15,17,8,4,2,2,0,0,2.9,3.2,2.7,2.75,3.1,2.6,2.4,3.2,2.85
E0,1415,2015-04-11,Swansea,Everton,1,1,D,0,1,A,M Oliver,11,12,3,8,18,12,3,6,3,3,0,0,2.5,3.3,3.1,2.5,3.3,2.95,2.4,3.3,2.75
E0,1415,2015-04-11,Tottenham,Aston Villa,0,1,A,0,1,A,L Probert,14,10,3,3,11,12,9,6,3,2,0,1,1.62,4.2,6,1.62,4.1,5.5,1.55,3.9,5.6
E0,1415,2015-04-11,West Brom,Leicester,2,3,A,2,1,H,M Atkinson,8,12,5,4,15,15,4,6,2,2,0,0,2.3,3.4,3.4,2.2,3.25,3.2,2,3.3,3.6
E0,1415,2015-04-11,West Ham,Stoke,1,1,D,1,0,H,R East,11,18,3,2,17,13,4,10,3,1,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.1,3.2,3.4
E0,1415,2015-04-12,Man United,Man City,4,2,H,2,1,H,M Clattenburg,11,10,7,3,9,16,1,5,0,3,0,0,2.63,3.4,2.88,2.7,3.4,2.7,2.4,3.3,2.75
E0,1415,2015-04-12,QPR,Chelsea,0,1,A,0,0,D,A Marriner,15,9,4,1,12,6,5,6,2,1,0,0,9,5,1.4,8,5,1.4,7.3,4.4,1.4
E0,1415,2015-04-13,Liverpool,Newcastle,2,0,H,1,0,H,L Mason,14,10,6,3,8,17,6,6,2,0,0,1,1.4,5,9,1.4,5,8.25,1.45,4,7
E0,1415,2015-04-18,Chelsea,Man United,1,0,H,1,0,H,M Dean,7,15,2,2,13,11,3,7,7,1,0,0,2,3.4,4.33,2,3.5,3.9,2,3.3,3.6
E0,1415,2015-04-18,Crystal Palace,West Brom,0,2,A,0,1,A,J Moss,19,8,4,4,17,17,7,6,3,3,0,0,1.95,3.5,4.5,1.95,3.4,3.75,1.9,3.45,3.8
E0,1415,2015-04-18,Everton,Burnley,1,0,H,1,0,H,M Jones,21,10,8,1,12,15,5,6,1,2,0,1,1.73,3.8,5.5,1.72,3.8,5,1.7,3.8,4.3
E0,1415,2015-04-18,Leicester,Swansea,2,0,H,1,0,H,L Probert,18,10,6,6,6,5,6,3,0,2,0,0,2.15,3.4,3.75,2.15,3.3,3.3,2.1,3.3,3.3
E0,1415,2015-04-18,Stoke,Southampton,2,1,H,0,1,A,M Clattenburg,15,12,2,6,17,17,2,5,0,4,0,0,3.5,3.25,2.3,3,3.3,2.3,2.9,3.3,2.3
E0,1415,2015-04-19,Man City,West Ham,2,0,H,2,0,H,A Taylor,18,9,3,3,10,6,6,3,2,2,0,0,1.25,6.5,11,1.28,6,11,1.27,5.2,10
E0,1415,2015-04-19,Newcastle,Tottenham,1,3,A,0,1,A,K Friend,11,14,5,8,11,13,4,3,2,4,0,0,3.3,3.5,2.3,3.3,3.3,2.3,2.65,3.3,2.5
E0,1415,2015-04-25,Burnley,Leicester,0,1,A,0,0,D,A Taylor,12,8,4,4,16,16,6,4,3,0,0,0,2.63,3.3,2.9,2.55,3.3,2.8,2.5,3.3,2.65
E0,1415,2015-04-25,Crystal Palace,Hull,0,2,A,0,0,D,M Clattenburg,7,21,3,7,15,10,0,9,0,0,0,0,2.05,3.3,4.2,2,3.3,4.1,2,3.3,3.6
E0,1415,2015-04-25,Man City,Aston Villa,3,2,H,1,0,H,M Dean,11,13,4,4,13,11,7,6,1,2,0,0,1.29,6,12,1.28,5.75,12.5,1.27,5.2,10
E0,1415,2015-04-25,Newcastle,Swansea,2,3,A,1,1,D,N Swarbrick,12,11,4,6,14,9,9,6,1,2,0,0,2.45,3.25,3.25,2.45,3.2,2.85,2.4,3.2,2.85
E0,1415,2015-04-25,QPR,West Ham,0,0,D,0,0,D,M Jones,18,8,7,2,14,12,6,6,1,0,0,0,2.38,3.4,3.25,2.38,3.2,2.95,2.2,3.3,3.1
E0,1415,2015-04-25,Southampton,Tottenham,2,2,D,1,1,D,J Moss,13,7,4,2,9,10,8,3,1,3,0,0,2.1,3.5,3.8,2.1,3.4,3.7,2.15,3.3,3.2
E0,1415,2015-04-25,Stoke,Sunderland,1,1,D,1,1,D,M Atkinson,23,15,8,5,14,15,9,8,2,3,0,0,1.91,3.5,4.75,1.91,3.4,3.9,1.9,3.45,3.8
E0,1415,2015-04-25,West Brom,Liverpool,0,0,D,0,0,D,R East,10,22,4,5,12,11,2,4,1,0,0,0,4,3.6,2,4,3.6,1.95,4,3.45,1.85
E0,1415,2015-04-26,Arsenal,Chelsea,0,0,D,0,0,D,M Oliver,12,7,1,3,17,11,6,2,4,3,0,0,2.4,3.3,3.3,2.35,3.3,3.2,2.5,3.2,2.75
E0,1415,2015-04-26,Everton,Man United,3,0,H,2,0,H,A Marriner,9,17,7,4,6,10,7,7,0,2,0,0,3.75,3.4,2.15,3.4,3.4,2.2,3.6,3.3,2
E0,1415,2015-04-28,Hull,Liverpool,1,0,H,1,0,H,L Probert,7,12,4,9,10,10,7,7,2,0,0,0,4.33,3.4,2,4.1,3.4,2,3.6,3.3,2
E0,1415,2015-04-29,Leicester,Chelsea,1,3,A,1,0,H,M Clattenburg,8,11,2,4,10,1,2,6,1,0,0,0,5.75,3.8,1.7,5.25,3.8,1.7,4.7,3.6,1.7
E0,1415,2015-05-02,Aston Villa,Everton,3,2,H,2,0,H,M Clattenburg,11,9,4,5,13,12,5,3,2,1,0,0,2.75,3.3,2.8,2.65,3.25,2.6,2.5,3.3,2.65
E0,1415,2015-05-02,Leicester,Newcastle,3,0,H,2,0,H,M Dean,19,12,7,3,10,13,10,7,1,2,0,2,1.91,3.7,4.33,1.91,3.5,4.1,1.95,3.35,3.7
E0,1415,2015-05-02,Liverpool,QPR,2,1,H,1,0,H,M Atkinson,25,10,8,2,9,18,9,6,2,3,0,1,1.36,5.25,10,1.36,5.25,8.75,1.42,4.6,6.4
E0,1415,2015-05-02,Man United,West Brom,0,1,A,0,0,D,A Taylor,26,6,9,3,10,11,9,3,1,0,0,0,1.36,5.25,10,1.36,5.25,8.75,1.3,5,9
E0,1415,2015-05-02,Sunderland,Southampton,2,1,H,1,1,D,M Jones,12,11,6,2,12,13,1,1,2,2,0,1,4.2,3.4,2.05,3.6,3.25,2.05,3.3,3.3,2.1
E0,1415,2015-05-02,Swansea,Stoke,2,0,H,0,0,D,C Pawson,16,9,4,3,9,18,6,2,1,2,0,1,2.3,3.4,3.4,2.3,3.1,3.2,2.2,3.2,3.2
E0,1415,2015-05-02,West Ham,Burnley,1,0,H,1,0,H,J Moss,29,8,7,2,11,7,13,3,3,2,0,1,2.25,3.5,3.4,2.25,3.3,3.1,2.2,3.3,3.1
E0,1415,2015-05-03,Chelsea,Crystal Palace,1,0,H,1,0,H,K Friend,17,8,7,1,12,13,3,6,2,2,0,0,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
E0,1415,2015-05-03,Tottenham,Man City,0,1,A,0,1,A,A Marriner,21,15,5,4,6,11,8,7,3,4,0,0,3.75,3.75,2.05,3.6,3.6,2.05,3.6,3.3,2
E0,1415,2015-05-09,Aston Villa,West Ham,1,0,H,1,0,H,L Mason,15,5,5,1,6,13,2,6,1,1,0,0,1.91,3.7,4.33,1.95,3.5,3.7,1.9,3.45,3.8
E0,1415,2015-05-09,Crystal Palace,Man United,1,2,A,0,1,A,M Oliver,13,13,4,4,13,12,7,6,0,1,0,0,4.5,3.6,1.91,4.1,3.7,1.9,4.5,3.7,1.7
E0,1415,2015-05-09,Everton,Sunderland,0,2,A,0,0,D,L Probert,22,10,4,3,10,9,15,1,2,3,0,0,1.8,3.75,5,1.8,3.6,4.75,1.95,3.4,3.55
E0,1415,2015-05-09,Hull,Burnley,0,1,A,0,0,D,M Atkinson,21,8,3,2,16,12,9,3,1,1,0,0,1.95,3.5,4.5,1.95,3.4,3.75,1.8,3.5,4.2
E0,1415,2015-05-09,Leicester,Southampton,2,0,H,2,0,H,R East,10,10,3,3,12,10,4,8,1,0,0,0,2.6,3.4,2.9,2.6,3.25,2.65,2.4,3.3,2.75
E0,1415,2015-05-09,Newcastle,West Brom,1,1,D,1,1,D,C Foy,15,8,5,3,11,17,7,2,2,3,0,0,2.55,3.3,3,2.55,3.3,2.9,2.3,3.3,2.9
E0,1415,2015-05-09,Stoke,Tottenham,3,0,H,2,0,H,M Clattenburg,17,9,9,3,14,12,6,8,0,0,0,1,2.9,3.4,2.6,2.7,3.25,2.55,2.65,3.3,2.5
E0,1415,2015-05-10,Chelsea,Liverpool,1,1,D,1,1,D,A Marriner,8,15,3,4,13,11,6,4,4,3,0,0,2.1,3.5,3.8,2.1,3.3,3.8,2.1,3.3,3.3
E0,1415,2015-05-10,Man City,QPR,6,0,H,2,0,H,M Dean,23,9,11,3,12,7,7,4,0,1,0,0,1.22,7.5,13,1.22,7.25,11.5,1.2,5.8,13
E0,1415,2015-05-11,Arsenal,Swansea,0,1,A,0,0,D,K Friend,23,8,9,3,7,10,6,1,0,1,0,0,1.3,6,11,1.3,5.75,10,1.35,4.8,7.6
E0,1415,2015-05-16,Burnley,Stoke,0,0,D,0,0,D,M Oliver,11,11,4,3,14,9,7,6,1,2,0,0,2.7,3.3,2.88,2.65,3.2,2.65,2.75,3.3,2.4
E0,1415,2015-05-16,Liverpool,Crystal Palace,1,3,A,1,1,D,J Moss,18,15,3,6,10,17,4,5,2,3,0,0,1.45,4.75,8,1.45,4.75,7,1.45,4,7
E0,1415,2015-05-16,QPR,Newcastle,2,1,H,0,1,A,L Probert,8,22,4,8,12,8,3,12,2,0,0,0,3.1,3.5,2.4,2.95,3.4,2.45,2.9,3.3,2.3
E0,1415,2015-05-16,Southampton,Aston Villa,6,1,H,5,1,H,R Madley,18,9,11,4,19,7,6,3,1,1,0,0,1.75,3.8,5.25,1.78,3.5,4.5,1.75,3.5,4.5
E0,1415,2015-05-16,Sunderland,Leicester,0,0,D,0,0,D,M Atkinson,13,11,3,0,14,15,8,9,4,1,0,0,2.8,3.3,2.75,2.65,3.2,2.65,2.4,3.2,2.85
E0,1415,2015-05-16,Tottenham,Hull,2,0,H,0,0,D,A Taylor,10,14,3,2,10,6,6,8,3,1,0,0,1.8,3.8,4.75,1.75,3.8,4.25,1.7,3.8,4.3
E0,1415,2015-05-16,West Ham,Everton,1,2,A,0,0,D,K Friend,13,21,3,5,12,14,7,8,1,4,0,0,2.9,3.4,2.6,2.65,3.2,2.6,2.6,3.2,2.6
E0,1415,2015-05-17,Man United,Arsenal,1,1,D,1,0,H,M Dean,12,5,4,3,16,8,5,5,1,0,0,0,2.45,3.5,3,2.4,3.5,2.95,2.3,3.3,2.9
E0,1415,2015-05-17,Swansea,Man City,2,4,A,1,2,A,M Clattenburg,13,22,9,11,8,8,11,7,0,3,0,0,4.75,4.2,1.75,5,3.75,1.75,4.5,3.5,1.75
E0,1415,2015-05-18,West Brom,Chelsea,3,0,H,1,0,H,M Jones,9,12,5,3,12,11,3,4,3,2,0,1,4.1,3.5,2,4,3.5,2,3.6,3.3,2
E0,1415,2015-05-20,Arsenal,Sunderland,0,0,D,0,0,D,A Taylor,28,7,8,3,6,8,5,2,1,0,0,0,1.3,6,11,1.3,5.75,10,1.35,4.6,8.2
E0,1415,2015-05-24,Arsenal,West Brom,4,1,H,4,0,H,R Madley,24,14,13,5,6,7,7,3,1,0,0,0,1.4,5.25,8.5,1.4,4.75,7,1.4,4.4,7.3
E0,1415,2015-05-24,Aston Villa,Burnley,0,1,A,0,1,A,M Jones,16,6,5,3,9,6,7,2,1,2,0,0,2.1,3.6,3.75,2.1,3.5,3.25,2,3.3,3.6
E0,1415,2015-05-24,Chelsea,Sunderland,3,1,H,1,1,D,L Mason,24,17,8,9,12,8,11,3,2,1,0,0,1.36,5.25,9.5,1.36,5.25,8.75,1.3,5,9
E0,1415,2015-05-24,Crystal Palace,Swansea,1,0,H,0,0,D,C Pawson,13,5,7,2,22,13,7,3,3,0,0,0,2.25,3.6,3.3,2.2,3.2,3.3,2.1,3.3,3.3
E0,1415,2015-05-24,Everton,Tottenham,0,1,A,0,1,A,J Moss,9,16,1,3,12,8,3,5,1,2,0,0,2.4,3.6,3,2.35,3.4,2.85,2.4,3.3,2.75
E0,1415,2015-05-24,Hull,Man United,0,0,D,0,0,D,L Probert,16,7,6,1,12,15,8,1,2,2,0,1,3.2,3.75,2.25,3.2,3.6,2.2,2.85,3.6,2.2
E0,1415,2015-05-24,Leicester,QPR,5,1,H,2,0,H,M Oliver,22,18,7,2,7,6,5,6,0,0,0,0,1.6,4.33,6,1.6,3.8,5.5,1.6,3.9,5
E0,1415,2015-05-24,Man City,Southampton,2,0,H,1,0,H,C Foy,15,13,6,4,13,8,8,4,1,1,0,0,1.57,4.5,6,1.55,4,5.75,1.5,4,6.1
E0,1415,2015-05-24,Newcastle,West Ham,2,0,H,0,0,D,M Atkinson,17,4,4,1,9,9,2,3,2,1,0,0,1.83,4,4.33,1.8,3.9,4.4,1.65,3.8,4.6
E0,1415,2015-05-24,Stoke,Liverpool,6,1,H,5,0,H,A Taylor,15,13,9,4,13,4,3,9,4,2,0,0,3.5,3.6,2.15,3.25,3.4,2.15,3.3,3.3,2.1
E0,1516,2015-08-08,Bournemouth,Aston Villa,0,1,A,0,0,D,M Clattenburg,11,7,2,3,13,13,6,3,3,4,0,0,2,3.6,4,2,3.3,3.7,2.1,3.3,3.3
E0,1516,2015-08-08,Chelsea,Swansea,2,2,D,2,1,H,M Oliver,11,18,3,10,15,16,4,8,1,3,1,0,1.36,5,11,1.4,4.75,9,1.33,4.8,8.3
E0,1516,2015-08-08,Everton,Watford,2,2,D,0,1,A,M Jones,10,11,5,5,7,13,8,2,1,2,0,0,1.7,3.9,5.5,1.7,3.5,5,1.7,3.6,4.7
E0,1516,2015-08-08,Leicester,Sunderland,4,2,H,3,0,H,L Mason,19,10,8,5,13,17,6,3,2,4,0,0,1.95,3.5,4.33,2,3.3,3.75,2,3.3,3.6
E0,1516,2015-08-08,Man United,Tottenham,1,0,H,1,0,H,J Moss,9,9,1,4,12,12,1,2,2,3,0,0,1.65,4,6,1.65,4,5.5,1.65,3.6,5.1
E0,1516,2015-08-08,Norwich,Crystal Palace,1,3,A,0,1,A,S Hooper,17,11,6,7,14,20,1,4,1,0,0,0,2.55,3.3,3,2.6,3.2,2.7,2.4,3.2,2.85
E0,1516,2015-08-09,Arsenal,West Ham,0,2,A,0,1,A,M Atkinson,22,8,6,4,12,9,5,4,1,3,0,0,1.29,6,12,1.28,5.75,10.5,1.33,4.8,8.3
E0,1516,2015-08-09,Newcastle,Southampton,2,2,D,1,1,D,C Pawson,9,15,4,5,9,12,6,6,2,4,0,0,2.88,3.3,2.7,2.8,3.1,2.75,2.65,3.3,2.5
E0,1516,2015-08-09,Stoke,Liverpool,0,1,A,0,0,D,A Taylor,7,8,1,3,9,16,3,5,2,4,0,0,3.4,3.4,2.3,3.2,3.4,2.3,2.9,3.3,2.3
E0,1516,2015-08-10,West Brom,Man City,0,3,A,0,2,A,M Dean,9,19,2,7,12,9,6,6,4,1,0,0,5.75,4,1.67,4.75,4,1.65,5.1,3.6,1.65
E0,1516,2015-08-14,Aston Villa,Man United,0,1,A,0,1,A,M Dean,5,9,1,2,14,10,3,5,2,2,0,0,5.5,3.8,1.73,5,3.75,1.75,5,3.6,1.67
E0,1516,2015-08-15,Southampton,Everton,0,3,A,0,2,A,M Oliver,17,10,4,4,11,10,9,9,4,2,0,0,1.95,3.6,4.33,1.95,3.5,4.1,2.1,3.2,3.4
E0,1516,2015-08-15,Sunderland,Norwich,1,3,A,0,2,A,K Friend,6,19,2,6,7,7,6,6,1,2,0,0,2.5,3.3,3.1,2.5,3.1,3.2,2.3,3.3,2.9
E0,1516,2015-08-15,Swansea,Newcastle,2,0,H,1,0,H,M Jones,19,4,6,2,11,8,4,4,2,1,0,1,1.95,3.6,4.33,1.95,3.5,3.7,1.9,3.45,3.8
E0,1516,2015-08-15,Tottenham,Stoke,2,2,D,2,0,H,R Madley,13,16,7,7,15,11,4,3,2,2,0,0,1.8,3.75,5,1.8,3.7,4.1,1.7,3.6,4.7
E0,1516,2015-08-15,Watford,West Brom,0,0,D,0,0,D,P Tierney,16,6,5,0,13,10,2,4,1,2,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.4,3.2,2.85
E0,1516,2015-08-15,West Ham,Leicester,1,2,A,0,2,A,A Taylor,10,11,3,6,11,12,8,4,1,3,1,0,2.25,3.5,3.4,2.25,3.2,3.5,2.2,3.3,3.1
E0,1516,2015-08-16,Crystal Palace,Arsenal,1,2,A,1,1,D,L Mason,11,20,4,7,14,12,6,6,1,1,0,0,5.25,3.9,1.73,5,3.75,1.75,4.7,3.6,1.7
E0,1516,2015-08-16,Man City,Chelsea,3,0,H,1,0,H,M Atkinson,18,10,8,3,19,13,5,1,4,2,0,0,2.1,3.5,3.75,2.1,3.4,3.7,2.1,3.3,3.3
E0,1516,2015-08-17,Liverpool,Bournemouth,1,0,H,1,0,H,C Pawson,18,13,2,2,11,18,6,8,1,4,0,0,1.45,4.75,8,1.48,4.75,7.25,1.4,4.4,7.3
E0,1516,2015-08-22,Crystal Palace,Aston Villa,2,1,H,0,0,D,K Stroud,16,11,6,2,12,15,6,4,3,3,0,0,1.85,3.6,4.75,1.85,3.5,4.1,1.9,3.4,3.9
E0,1516,2015-08-22,Leicester,Tottenham,1,1,D,0,0,D,M Atkinson,13,19,2,6,7,14,2,7,1,4,0,0,2.63,3.6,2.75,2.65,3.3,2.65,2.6,3.2,2.6
E0,1516,2015-08-22,Man United,Newcastle,0,0,D,0,0,D,C Pawson,20,7,8,0,15,11,11,5,2,2,0,0,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
E0,1516,2015-08-22,Norwich,Stoke,1,1,D,1,1,D,M Dean,21,6,7,1,16,5,9,0,4,1,0,0,2.3,3.3,3.5,2.35,3.2,3,2.4,3.2,2.85
E0,1516,2015-08-22,Sunderland,Swansea,1,1,D,0,1,A,N Swarbrick,10,20,2,9,16,9,3,4,4,2,0,0,4,3.4,2.1,3.5,3.25,2.1,3.3,3.3,2.1
E0,1516,2015-08-22,West Ham,Bournemouth,3,4,A,0,2,A,J Moss,10,15,4,7,8,11,5,4,0,0,1,0,2.38,3.4,3.2,2.35,3.4,3.1,2.2,3.2,3.2
E0,1516,2015-08-23,Everton,Man City,0,2,A,0,0,D,A Taylor,10,16,1,9,5,7,8,7,0,3,0,0,5,4,1.73,4.4,3.75,1.73,4.7,3.6,1.7
E0,1516,2015-08-23,Watford,Southampton,0,0,D,0,0,D,A Marriner,13,14,0,5,10,11,5,2,0,2,0,0,2.8,3.3,2.75,2.65,3.25,2.6,2.6,3.2,2.6
E0,1516,2015-08-23,West Brom,Chelsea,2,3,A,1,3,A,M Clattenburg,15,15,6,5,9,12,8,7,2,1,0,1,6.5,4,1.62,5.25,3.8,1.62,5.1,3.6,1.65
E0,1516,2015-08-24,Arsenal,Liverpool,0,0,D,0,0,D,M Oliver,19,15,5,8,2,13,7,8,1,4,0,0,1.75,4,5,1.75,3.75,5,1.8,3.5,4.2
E0,1516,2015-08-29,Aston Villa,Sunderland,2,2,D,2,1,H,R Madley,21,7,6,3,10,14,5,4,2,1,0,0,1.91,3.5,4.75,1.91,3.6,4.4,1.9,3.45,3.8
E0,1516,2015-08-29,Bournemouth,Leicester,1,1,D,1,0,H,N Swarbrick,5,4,2,2,9,19,4,4,2,4,0,0,2.2,3.6,3.4,2.2,3.3,3.2,2.2,3.2,3.2
E0,1516,2015-08-29,Chelsea,Crystal Palace,1,2,A,0,0,D,C Pawson,26,13,9,6,9,15,7,7,1,1,0,0,1.36,5,11,1.36,4.75,7.75,1.33,4.8,8.3
E0,1516,2015-08-29,Liverpool,West Ham,0,3,A,0,2,A,K Friend,13,12,1,5,17,11,5,7,3,1,1,1,1.36,5.5,9,1.36,5,7.25,1.4,4.4,7.3
E0,1516,2015-08-29,Man City,Watford,2,0,H,0,0,D,M Clattenburg,18,7,5,0,9,12,9,3,1,2,0,0,1.2,8,15,1.2,7,10.5,1.2,5.8,13
E0,1516,2015-08-29,Newcastle,Arsenal,0,1,A,0,0,D,A Marriner,1,22,0,9,15,8,0,9,6,1,1,0,6,4.2,1.62,5.5,3.75,1.62,5,3.9,1.6
E0,1516,2015-08-29,Stoke,West Brom,0,1,A,0,1,A,M Oliver,13,15,5,5,4,9,6,5,1,4,2,0,1.95,3.4,4.5,1.95,3.3,4,2,3.3,3.6
E0,1516,2015-08-29,Tottenham,Everton,0,0,D,0,0,D,M Jones,20,8,6,3,20,9,6,2,4,1,0,0,2,3.5,4.2,1.95,3.4,3.75,2,3.3,3.6
E0,1516,2015-08-30,Southampton,Norwich,3,0,H,1,0,H,J Moss,23,6,8,1,4,12,6,4,0,0,0,1,2.05,3.5,4,2.05,3.4,3.5,1.9,3.45,3.8
E0,1516,2015-08-30,Swansea,Man United,2,1,H,0,0,D,M Atkinson,9,11,4,4,6,15,0,1,2,2,0,0,3.6,3.3,2.25,3.2,3.2,2.25,3.2,3.2,2.2
E0,1516,2015-09-12,Arsenal,Stoke,2,0,H,1,0,H,J Moss,29,9,12,4,6,13,13,1,1,1,0,0,1.29,6,12,1.3,5.5,9.75,1.3,5,9
E0,1516,2015-09-12,Crystal Palace,Man City,0,1,A,0,0,D,M Jones,10,21,2,7,13,13,4,4,2,3,0,0,5.5,4.2,1.67,5.25,3.9,1.67,5.4,3.7,1.6
E0,1516,2015-09-12,Everton,Chelsea,3,1,H,2,1,H,A Marriner,14,15,9,2,12,12,7,14,2,2,0,0,4,3.6,2,3.75,3.5,2,3.6,3.3,2
E0,1516,2015-09-12,Man United,Liverpool,3,1,H,0,0,D,M Oliver,9,8,3,4,6,11,4,4,1,2,0,0,2,3.4,4.33,2,3.2,4.33,1.85,3.45,4
E0,1516,2015-09-12,Norwich,Bournemouth,3,1,H,1,0,H,M Atkinson,12,7,4,2,10,11,4,4,2,3,0,0,2.4,3.4,3.2,2.4,3.4,2.75,2.3,3.3,2.9
E0,1516,2015-09-12,Watford,Swansea,1,0,H,0,0,D,R Madley,17,8,6,3,11,14,1,3,1,1,1,0,2.75,3.4,2.75,2.7,3.2,2.7,2.6,3.2,2.6
E0,1516,2015-09-12,West Brom,Southampton,0,0,D,0,0,D,S Attwell,8,14,1,4,5,5,4,5,1,0,0,0,3.2,3.2,2.5,2.8,3.2,2.5,2.65,3.3,2.5
E0,1516,2015-09-13,Leicester,Aston Villa,3,2,H,0,1,A,M Dean,21,11,6,4,8,13,4,5,2,1,0,0,1.91,3.75,4.33,1.91,3.4,4,1.85,3.45,4
E0,1516,2015-09-13,Sunderland,Tottenham,0,1,A,0,0,D,C Pawson,12,15,2,4,11,12,6,8,2,1,0,0,4.33,3.6,1.95,3.75,3.4,1.95,3.6,3.3,2
E0,1516,2015-09-14,West Ham,Newcastle,2,0,H,1,0,H,A Taylor,17,14,3,4,8,11,6,7,0,2,0,0,2.25,3.5,3.4,2.25,3.4,3,2.1,3.3,3.3
E0,1516,2015-09-19,Aston Villa,West Brom,0,1,A,0,1,A,M Atkinson,13,11,3,6,10,11,2,7,2,3,0,0,2.3,3.25,3.5,2.3,3.1,3.25,2.3,3.2,3
E0,1516,2015-09-19,Bournemouth,Sunderland,2,0,H,2,0,H,K Friend,15,9,5,2,14,15,7,3,2,4,0,1,1.7,4,5.5,1.72,3.7,4.6,1.75,3.5,4.5
E0,1516,2015-09-19,Chelsea,Arsenal,2,0,H,0,0,D,M Dean,22,9,7,2,12,11,5,5,3,1,0,2,2.45,3.5,3,2.4,3.5,3,2.3,3.2,3
E0,1516,2015-09-19,Man City,West Ham,1,2,A,1,2,A,R Madley,27,6,8,3,10,7,16,3,1,2,0,0,1.29,6.5,11,1.28,6,10.5,1.25,5.5,10.3
E0,1516,2015-09-19,Newcastle,Watford,1,2,A,0,2,A,R East,15,13,5,4,8,12,5,5,1,2,0,0,2.5,3.3,3.1,2.5,3.2,2.8,2.4,3.3,2.75
E0,1516,2015-09-19,Stoke,Leicester,2,2,D,2,0,H,A Marriner,11,12,4,5,7,12,3,4,1,4,0,0,2.5,3.4,3,2.5,3.2,2.8,2.4,3.2,2.85
